Anchor_1,Anchor_2,Anchor_3,Node_1_Ranges,Node_2_Ranges,Node_3_Ranges,Node_4_Ranges,Node_5_Ranges,Node_6_Ranges,Node_7_Ranges,Node_8_Ranges,Node_9_Ranges,Node_10_Ranges,Node_11_Ranges,Node_12_Ranges,Node_13_Ranges,Node_14_Ranges,Node_15_Ranges,Node_16_Ranges,Node_17_Ranges,Node_18_Ranges,Node_19_Ranges,Node_20_Ranges,Node_21_Ranges,Node_22_Ranges,Node_23_Ranges,Node_24_Ranges,Node_25_Ranges,Node_26_Ranges,Node_27_Ranges,Node_28_Ranges,Node_29_Ranges,Node_30_Ranges,Node_31_Ranges,Node_32_Ranges,Node_33_Ranges,Node_34_Ranges,Node_35_Ranges,Node_36_Ranges,Node_37_Ranges,Node_38_Ranges,Node_39_Ranges,Node_40_Ranges,Node_41_Ranges,Node_42_Ranges,Node_43_Ranges,Node_44_Ranges,Node_45_Ranges,Node_46_Ranges,Node_47_Ranges,Node_48_Ranges,Node_49_Ranges,Node_50_Ranges
"(5, 57)","(89, 78)","(75, 1)","(48.80, 73.66, 41.34)","(77.79, 46.10, 32.25)","(62.36, 44.94, 40.26)","(86.02, 19.10, 60.17)","(98.09, 18.97, 97.08)","(38.60, 53.04, 88.10)","(57.25, 57.43, 35.51)","(102.32, 20.25, 97.27)","(20.10, 95.27, 80.50)","(18.44, 80.06, 99.16)","(62.03, 31.83, 54.59)","(64.85, 48.76, 35.17)","(70.61, 39.00, 41.01)","(46.86, 56.04, 100.32)","(90.79, 62.07, 18.60)","(88.14, 26.31, 54.08)","(73.68, 15.56, 66.07)","(71.25, 29.97, 50.01)","(61.01, 31.83, 55.73)","(51.66, 51.87, 100.30)","(25.08, 86.09, 108.37)","(88.28, 6.71, 73.01)","(39.00, 103.23, 72.03)","(12.53, 78.64, 92.66)","(66.48, 78.77, 25.30)","(11.70, 80.62, 94.05)","(50.25, 113.85, 75.24)","(53.24, 115.75, 75.06)","(59.09, 30.15, 81.58)","(9.43, 89.94, 98.60)","(53.81, 77.62, 37.58)","(31.83, 74.63, 58.01)","(77.88, 42.95, 35.36)","(33.14, 81.88, 111.40)","(48.04, 107.17, 68.47)","(43.27, 82.76, 50.16)","(62.97, 25.02, 78.77)","(62.77, 26.17, 80.89)","(33.84, 52.95, 77.03)","(52.50, 34.37, 74.73)","(86.61, 73.35, 5.00)","(55.97, 78.60, 35.85)","(58.01, 34.06, 56.29)","(20.22, 81.01, 101.32)","(44.42, 46.04, 85.23)","(75.03, 50.00, 29.00)","(67.80, 36.06, 98.31)","(55.36, 32.06, 77.13)","(76.69, 51.66, 27.02)","(72.06, 21.63, 59.03)"
"(65, 37)","(33, 98)","(57, 95)","(33.06, 99.96, 91.55)","(73.66, 25.94, 47.85)","(71.28, 8.25, 32.02)","(17.46, 66.71, 62.65)","(81.69, 20.10, 44.28)","(55.15, 84.17, 89.94)","(84.90, 26.02, 50.16)","(21.93, 71.02, 68.07)","(63.89, 85.09, 93.48)","(14.87, 75.29, 69.03)","(50.60, 78.64, 84.12)","(47.43, 23.35, 14.76)","(19.31, 84.40, 70.01)","(35.78, 104.66, 93.15)","(48.09, 37.34, 14.87)","(63.98, 91.76, 98.62)","(37.44, 60.90, 39.62)","(34.13, 43.10, 45.18)","(30.07, 63.03, 63.91)","(41.62, 110.28, 97.41)","(38.28, 51.48, 30.41)","(26.00, 90.43, 75.15)","(36.12, 64.12, 67.12)","(68.26, 5.00, 28.00)","(44.01, 63.15, 69.12)","(48.26, 34.93, 44.55)","(41.87, 88.00, 88.32)","(61.01, 66.64, 77.83)","(55.00, 67.19, 43.32)","(73.06, 39.20, 58.87)","(84.85, 28.02, 52.04)","(14.21, 55.04, 47.01)","(31.91, 89.27, 85.48)","(38.91, 80.16, 59.41)","(27.73, 92.62, 77.39)","(71.28, 34.21, 54.08)","(12.81, 81.49, 69.86)","(22.36, 57.87, 55.79)","(20.62, 48.85, 42.30)","(58.82, 13.15, 27.86)","(24.04, 87.64, 81.01)","(23.54, 88.23, 81.06)","(47.51, 38.08, 47.38)","(51.24, 68.68, 76.28)","(48.38, 22.67, 13.89)","(31.30, 96.05, 80.50)","(34.44, 98.72, 82.76)","(61.59, 9.06, 25.71)","(37.22, 106.07, 93.96)","(69.12, 36.80, 55.54)"
"(40, 65)","(19, 88)","(26, 24)","(53.85, 71.06, 88.41)","(18.87, 40.52, 25.32)","(48.01, 54.08, 28.18)","(30.02, 56.36, 59.46)","(24.70, 36.00, 28.86)","(51.09, 20.59, 78.11)","(18.68, 26.48, 61.98)","(4.47, 35.36, 42.95)","(54.59, 76.49, 83.82)","(23.32, 42.45, 62.97)","(32.02, 26.40, 43.86)","(25.46, 39.32, 67.12)","(56.36, 72.01, 91.92)","(29.27, 20.62, 47.43)","(55.90, 86.28, 40.02)","(3.61, 32.20, 39.85)","(25.32, 50.92, 18.87)","(51.55, 80.13, 67.78)","(7.07, 25.61, 49.73)","(11.18, 42.01, 36.36)","(38.63, 39.92, 34.83)","(38.21, 47.27, 79.76)","(35.78, 53.46, 73.25)","(13.04, 22.36, 55.54)","(37.34, 38.63, 35.00)","(22.85, 30.07, 66.13)","(5.66, 31.91, 38.33)","(20.81, 51.86, 35.38)","(61.00, 81.88, 90.44)","(30.08, 52.20, 65.19)","(27.02, 53.85, 19.10)","(68.41, 99.25, 68.01)","(60.44, 89.47, 35.36)","(59.03, 74.06, 94.75)","(58.46, 85.91, 76.32)","(41.79, 60.53, 77.10)","(62.94, 83.02, 19.65)","(32.02, 15.26, 72.25)","(44.27, 63.64, 78.49)","(43.10, 67.05, 72.01)","(35.51, 53.04, 12.08)","(36.67, 67.12, 31.05)","(54.74, 76.30, 84.40)","(40.36, 71.51, 42.45)","(28.28, 43.01, 21.84)","(38.90, 60.67, 4.47)","(47.07, 69.87, 6.40)","(32.02, 41.05, 74.24)","(33.73, 56.32, 67.18)","(62.17, 77.10, 97.59)"
"(39, 2)","(58, 98)","(17, 88)","(63.66, 58.59, 79.92)","(34.37, 63.56, 58.59)","(71.20, 63.81, 27.29)","(82.10, 38.90, 70.34)","(49.82, 48.05, 48.27)","(72.18, 25.71, 38.08)","(55.46, 46.27, 58.41)","(64.38, 34.18, 36.40)","(29.41, 98.88, 77.23)","(44.65, 73.25, 84.86)","(55.76, 50.22, 65.00)","(100.44, 3.61, 45.61)","(24.35, 88.09, 90.05)","(26.93, 80.11, 63.51)","(79.51, 19.72, 31.78)","(71.70, 61.61, 86.77)","(25.08, 107.42, 88.05)","(88.28, 14.42, 29.07)","(71.69, 64.66, 27.78)","(68.88, 35.74, 57.27)","(12.65, 97.08, 82.61)","(52.47, 94.92, 108.25)","(76.84, 63.13, 90.38)","(61.52, 57.27, 77.39)","(42.20, 55.73, 55.22)","(43.14, 67.08, 77.10)","(59.08, 101.24, 115.97)","(48.38, 85.38, 98.31)","(46.24, 53.04, 58.05)","(15.00, 96.08, 93.62)","(43.97, 54.33, 56.22)","(86.13, 43.97, 3.16)","(91.27, 26.48, 15.81)","(83.24, 44.94, 6.08)","(31.30, 75.58, 58.55)","(83.60, 42.45, 74.46)","(69.57, 30.15, 48.33)","(32.31, 84.72, 90.44)","(56.36, 64.35, 36.22)","(51.22, 75.74, 47.07)","(97.02, 5.39, 46.69)","(31.38, 77.37, 59.30)","(59.03, 62.24, 33.24)","(99.64, 34.79, 74.01)","(85.84, 32.89, 10.05)","(60.84, 78.71, 97.62)","(81.02, 22.67, 24.52)","(88.81, 32.02, 10.20)","(64.01, 36.72, 31.83)","(96.63, 30.00, 14.87)"
"(60, 3)","(7, 23)","(15, 31)","(52.48, 10.63, 1.00)","(27.78, 77.23, 70.41)","(49.20, 85.15, 75.80)","(38.33, 18.87, 19.70)","(33.12, 82.10, 74.97)","(79.71, 100.17, 89.19)","(27.02, 52.47, 44.01)","(20.00, 69.46, 63.06)","(60.42, 5.39, 10.44)","(38.91, 71.59, 62.39)","(39.20, 31.02, 21.21)","(91.48, 103.48, 92.20)","(88.57, 80.45, 69.46)","(46.82, 9.85, 12.04)","(41.23, 16.40, 18.68)","(71.03, 75.01, 63.70)","(77.41, 102.00, 91.24)","(103.32, 73.44, 65.00)","(54.71, 85.38, 75.43)","(19.31, 60.03, 52.95)","(42.06, 68.96, 59.23)","(72.80, 39.05, 30.02)","(65.19, 94.70, 84.43)","(29.02, 52.77, 44.01)","(64.14, 13.15, 11.18)","(70.86, 81.22, 70.00)","(54.82, 89.99, 80.41)","(76.92, 62.77, 51.88)","(83.67, 104.31, 93.30)","(89.20, 51.01, 43.93)","(96.13, 95.60, 84.40)","(34.83, 31.78, 23.02)","(29.15, 64.38, 56.01)","(72.03, 86.02, 74.89)","(49.98, 45.00, 33.84)","(97.29, 81.54, 71.17)","(53.23, 5.83, 5.83)","(75.43, 27.66, 23.60)","(16.03, 54.15, 47.54)","(44.20, 81.39, 72.34)","(107.33, 76.16, 68.07)","(72.62, 93.65, 82.76)","(70.09, 60.00, 48.83)","(59.23, 55.90, 44.60)","(28.46, 28.23, 26.17)","(83.01, 82.98, 71.70)","(87.73, 107.34, 96.25)","(24.60, 75.54, 69.12)","(62.20, 34.00, 23.41)","(37.59, 37.34, 27.46)"
"(68, 19)","(53, 50)","(95, 17)","(36.36, 52.50, 60.44)","(51.22, 19.24, 72.42)","(62.13, 28.32, 81.47)","(66.24, 54.20, 60.21)","(60.64, 62.94, 86.83)","(37.36, 46.07, 63.51)","(27.80, 60.61, 15.81)","(68.45, 47.04, 94.24)","(68.36, 43.05, 72.80)","(57.49, 37.54, 59.67)","(28.16, 36.40, 55.01)","(50.00, 46.75, 77.03)","(95.80, 62.29, 115.31)","(24.17, 22.14, 50.45)","(16.00, 21.21, 32.45)","(29.07, 35.85, 56.00)","(82.97, 61.40, 82.15)","(26.40, 47.38, 50.00)","(54.12, 40.31, 80.81)","(15.65, 45.71, 36.06)","(68.00, 33.62, 85.59)","(78.89, 44.65, 96.90)","(30.68, 43.32, 56.57)","(24.74, 38.08, 51.16)","(3.16, 36.72, 24.02)","(32.25, 45.54, 18.03)","(34.44, 48.70, 17.46)","(61.40, 59.67, 88.14)","(15.81, 50.12, 21.10)","(72.07, 48.17, 97.31)","(67.60, 44.05, 92.85)","(59.36, 50.70, 52.24)","(73.16, 53.15, 99.33)","(41.77, 43.00, 33.02)","(21.93, 46.01, 44.92)","(46.53, 17.00, 58.82)","(25.08, 51.86, 2.00)","(35.47, 42.76, 25.00)","(18.03, 48.92, 10.77)","(12.37, 44.64, 31.62)","(69.08, 52.63, 66.01)","(86.16, 67.90, 82.15)","(80.36, 59.67, 79.10)","(56.32, 41.79, 82.98)","(15.30, 41.04, 13.00)","(41.59, 34.53, 39.81)","(16.12, 48.60, 14.32)","(64.50, 40.22, 68.68)","(43.01, 41.04, 70.06)","(51.20, 54.67, 77.52)"
"(47, 24)","(83, 40)","(53, 90)","(44.05, 47.20, 23.41)","(18.03, 26.02, 51.16)","(62.24, 28.46, 45.28)","(25.96, 65.19, 79.31)","(21.40, 40.22, 83.29)","(51.00, 81.39, 66.07)","(72.01, 49.25, 25.02)","(27.46, 22.14, 43.93)","(29.07, 62.07, 61.91)","(41.88, 39.01, 93.61)","(71.57, 61.27, 5.83)","(54.04, 74.67, 46.65)","(23.77, 30.81, 43.00)","(34.06, 62.29, 54.41)","(24.35, 28.86, 43.05)","(15.00, 38.90, 78.06)","(59.46, 25.30, 46.04)","(27.80, 65.22, 90.96)","(50.22, 41.40, 17.72)","(34.83, 39.05, 90.47)","(44.28, 49.65, 24.60)","(15.81, 33.97, 75.33)","(40.71, 35.00, 90.14)","(40.50, 79.85, 91.30)","(19.42, 58.52, 74.33)","(18.60, 47.01, 53.76)","(65.07, 86.73, 54.42)","(45.61, 80.10, 73.59)","(45.71, 84.48, 89.87)","(37.59, 3.61, 55.07)","(62.97, 37.05, 30.87)","(34.71, 16.40, 43.46)","(42.95, 34.13, 90.25)","(44.78, 26.93, 31.38)","(27.29, 33.84, 39.05)","(56.61, 19.72, 51.86)","(42.72, 34.66, 25.71)","(52.40, 77.37, 54.64)","(43.74, 82.57, 88.75)","(47.68, 26.40, 84.60)","(57.72, 45.65, 12.81)","(15.65, 29.07, 52.01)","(70.21, 72.18, 19.24)","(77.94, 92.96, 49.01)","(69.34, 85.09, 44.72)","(40.25, 57.58, 38.42)","(10.20, 42.80, 76.11)","(22.20, 61.29, 82.57)","(64.07, 61.85, 9.22)","(32.25, 64.00, 60.46)"
"(44, 0)","(92, 78)","(41, 67)","(26.40, 98.35, 59.81)","(89.40, 7.81, 56.22)","(27.46, 83.63, 45.61)","(44.10, 55.11, 58.73)","(7.07, 87.24, 66.75)","(61.10, 33.42, 26.93)","(55.23, 92.70, 42.80)","(32.65, 87.01, 45.69)","(58.18, 33.60, 34.89)","(34.00, 80.00, 39.22)","(98.79, 18.44, 46.32)","(49.40, 60.03, 69.30)","(30.48, 87.46, 47.17)","(102.88, 93.21, 48.55)","(22.80, 77.79, 45.10)","(102.04, 91.24, 46.87)","(6.71, 84.91, 61.29)","(100.72, 63.91, 34.21)","(63.29, 44.60, 9.85)","(77.20, 70.11, 20.25)","(82.37, 88.20, 37.34)","(61.40, 89.81, 38.47)","(33.11, 66.48, 62.43)","(46.87, 52.77, 58.69)","(61.72, 93.30, 42.06)","(43.84, 49.98, 49.52)","(63.13, 37.00, 57.25)","(102.11, 75.96, 38.83)","(66.75, 39.85, 13.04)","(38.08, 80.71, 37.58)","(66.75, 59.23, 7.07)","(31.06, 65.76, 36.35)","(60.07, 48.47, 9.22)","(72.73, 26.57, 26.08)","(16.49, 97.84, 64.33)","(34.71, 88.01, 45.62)","(37.59, 54.08, 39.96)","(42.06, 109.40, 65.46)","(58.90, 34.48, 46.53)","(50.61, 99.76, 51.62)","(98.90, 89.81, 44.42)","(32.20, 59.64, 41.63)","(94.37, 35.34, 32.20)","(76.79, 59.03, 12.04)","(42.43, 115.26, 72.40)","(86.37, 40.79, 21.95)","(31.14, 69.35, 36.00)","(65.60, 91.76, 39.92)","(34.01, 78.26, 75.66)","(71.31, 31.32, 21.10)"
"(39, 89)","(2, 28)","(53, 88)","(55.79, 24.04, 59.94)","(13.15, 67.42, 27.17)","(15.13, 66.73, 29.15)","(88.10, 78.10, 81.91)","(15.00, 80.16, 1.41)","(52.70, 68.15, 45.54)","(57.27, 61.66, 51.97)","(31.78, 86.83, 18.03)","(44.94, 26.42, 53.04)","(55.32, 103.35, 41.48)","(58.59, 13.45, 65.44)","(55.22, 16.76, 63.66)","(64.08, 102.53, 51.00)","(34.00, 61.07, 48.01)","(58.19, 56.32, 54.23)","(35.00, 45.22, 36.77)","(91.44, 97.33, 82.10)","(55.87, 78.85, 46.32)","(92.59, 82.71, 86.03)","(101.79, 96.05, 93.91)","(28.79, 43.42, 35.38)","(57.49, 50.25, 55.01)","(57.28, 80.78, 47.43)","(58.05, 118.41, 44.64)","(19.24, 55.71, 32.02)","(44.60, 28.86, 54.41)","(31.62, 84.20, 18.36)","(57.57, 101.98, 44.01)","(51.66, 26.02, 62.13)","(19.70, 71.57, 33.24)","(85.60, 89.27, 77.03)","(52.47, 104.10, 38.47)","(82.15, 46.96, 81.50)","(41.40, 36.22, 52.77)","(70.06, 41.00, 69.87)","(49.74, 87.73, 37.64)","(17.49, 56.46, 30.08)","(55.90, 116.21, 42.45)","(32.39, 43.19, 36.36)","(31.06, 64.35, 25.18)","(45.61, 30.23, 50.25)","(51.79, 29.73, 55.04)","(32.76, 54.23, 46.39)","(15.00, 59.03, 19.80)","(51.16, 42.20, 50.99)","(3.00, 68.80, 14.14)","(38.29, 34.18, 48.01)","(64.50, 7.07, 71.70)","(35.00, 94.37, 21.02)","(47.42, 89.89, 34.67)"
"(40, 90)","(27, 79)","(13, 41)","(61.29, 68.01, 79.43)","(76.06, 80.95, 86.01)","(66.03, 49.74, 12.08)","(69.43, 63.07, 45.19)","(65.19, 56.92, 35.78)","(20.81, 6.08, 35.34)","(60.11, 63.63, 69.26)","(17.46, 8.06, 46.10)","(23.32, 26.57, 48.60)","(68.36, 60.41, 38.95)","(30.59, 26.87, 38.08)","(40.50, 38.18, 42.45)","(67.36, 56.32, 26.91)","(78.03, 62.17, 22.20)","(64.12, 55.66, 34.44)","(48.09, 61.52, 87.98)","(54.92, 70.21, 100.21)","(76.66, 60.84, 20.81)","(51.22, 57.01, 69.12)","(54.12, 53.04, 52.01)","(92.31, 77.49, 37.11)","(54.63, 40.02, 5.10)","(51.74, 56.86, 67.68)","(80.02, 70.61, 42.45)","(46.53, 46.10, 49.65)","(40.05, 53.76, 81.84)","(17.00, 6.40, 38.95)","(40.01, 31.38, 27.51)","(64.82, 66.40, 67.03)","(54.15, 43.93, 23.54)","(38.08, 22.80, 17.89)","(35.23, 48.51, 76.61)","(45.31, 55.33, 76.06)","(21.19, 37.59, 73.11)","(19.10, 2.24, 38.28)","(86.83, 73.55, 35.36)","(48.92, 54.23, 66.22)","(75.80, 76.58, 72.99)","(39.29, 25.02, 40.52)","(24.60, 9.00, 38.33)","(90.44, 90.52, 82.86)","(47.63, 31.06, 12.37)","(55.61, 39.12, 8.60)","(29.12, 17.72, 28.32)","(75.47, 74.95, 68.66)","(68.25, 56.00, 22.80)","(71.34, 55.46, 15.62)","(77.79, 80.71, 81.30)","(79.03, 68.88, 39.05)","(33.24, 44.01, 68.80)"
